Define the term Floating exchange rate,Explain how a decrease in business confidence can affect the real GDP of an economy that is producing below the full employment level of output.,,,,,,,,,,,,,,,,,,,,
Define the term Foreign aid,Explain how government expenditures are used to promote equity in the distribution of income.,,,,,,,,,,,,,,,,,,,,
Define the term Foreign direct investment (FDI),Explain how the price mechanism reallocates resources when there is a decrease in the supply of a good.,,,,,,,,,,,,,,,,,,,,
Define the term Foreign sector,Explain two reasons why a government might impose indirect taxes.,,,,,,,,,,,,,,,,,,,,
Define the term Foreign debt,Explain how the size of the circular flow of income in an economy is likely to be affected by a decrease in the rate of interest.,,,,,,,,,,,,,,,,,,,,
Define the term Foreign reserves,Explain how aggregate demand is likely to be affected by an increase in the wealth of consumers and an increase in business confidence.,,,,,,,,,,,,,,,,,,,,
Define the term Formal economy,Explain why governments impose price floors in the market for agricultural products.,,,,,,,,,,,,,,,,,,,,
Define the term Framing,"Explain why a monopolistically competitive firm can make economic (abnormal) profit in the short run, but not in the long run.",,,,,,,,,,,,,,,,,,,,
Define the term Free goods,Explain two causes of demand-pull inflation.,,,,,,,,,,,,,,,,,,,,
Define the term Free market economy,Explain two causes of structural unemployment.,,,,,,,,,,,,,,,,,,,,
Define the term Free rider problem,Explain how a decrease in income might affect the demand for normal goods and the demand for inferior goods.,,,,,,,,,,,,,,,,,,,,
Define the term Free trade,"Explain the impact on consumers, producers, and the government of a price floor being introduced in an agricultural market.",,,,,,,,,,,,,,,,,,,,
Define the term Free trade area/agreement,Explain how in the Keynesian AD/AS model an economy can be in equilibrium while producing below the full employment level of output.,,,,,,,,,,,,,,,,,,,,
Define the term Frictional unemployment,Explain how economic growth might reduce the level of absolute poverty in a country.,,,,,,,,,,,,,,,,,,,,
Define the term Full employment,Explain why merit goods tend to be under-provided in a free market.,,,,,,,,,,,,,,,,,,,,
Define the term Full employment level of output,Explain why producers in an oligopolistic market might choose to engage in non-price competition.,,,,,,,,,,,,,,,,,,,,
Define the term Game theory,Explain how rising commodity prices and wages might lead to cost-push inflation.,,,,,,,,,,,,,,,,,,,,
Define the term Gender inequality index (GII),Explain how a better trained and educated labour force might affect economic growth.,,,,,,,,,,,,,,,,,,,,
Define the term Globalisation,Distinguish between a devaluation and a depreciation of a currency.,,,,,,,,,,,,,,,,,,,,
Define the term Gini coefficient,Explain why the Human Development Index (HDI) is considered to be a useful indicator of economic development (,,,,,,,,,,,,,,,,,,,,
Define the term Governance,"Using a production possibilities curve (PPC) diagram, explain how “improving literacy rates” will increase production possibilities",,,,,,,,,,,,,,,,,,,,
Define the term Government (national) debt,Explain the difference between direct/portfolio investment and income from investment in the balance of payments.,,,,,,,,,,,,,,,,,,,,
Define the term Government spending (G),"Using an AD/AS diagram, explain why inflation may fall as a result of “lower demand-side pressures”",,,,,,,,,,,,,,,,,,,,
Define the term Government expenditure (Expenditure),Explain how the overuse of common access resources can lead to negative externalities.,,,,,,,,,,,,,,,,,,,,
Define the term Gross domestic product (GDP),Explain why a loss-making firm in perfect competition would shut down in the long run.,,,,,,,,,,,,,,,,,,,,
Define the term Gross national income (GNI),Explain the impact that a fall in the world price of oil might have on aggregate supply and gross domestic product (GDP) in an economy.,,,,,,,,,,,,,,,,,,,,
Define the term Growth in production possibilities,"Using a production possibilities curve (PPC) diagram, explain how investment in infrastructure will affect a country's production possibilities.",,,,,,,,,“the,government’s,record,US$22,billion,,in,infrastructure,projects”,will,affect,Indonesia’s
Define the term Growth (alternative business objective),Explain why a profit-maximizing monopolist would never choose to operate on the inelastic portion of its demand curve.,,,,,,,,,,,,,,,,,,,,
Define the term Happiness Index,Explain why a high rate of inflation may negatively affect both a country’s export competitiveness and the level of capital investment by firms. ,,,,,,,,,,,,,,,,,,,,
Define the term Happy Planet Index,"Using a monopolistically competitive market diagram , explain how long-run equilibrium will be reached.",,,,,,,,,,,,,,,,,,,,
Define the term Homogeneous product,Distinguish between inflation and disinflation,,,,,,,,,,,,,,,,,,,,
Define the term Household indebtedness, Explain two reasons why governments attempt to avoid deflation.,,,,,,,,,,,,,,,,,,,,
Define the term Households,Explain two reasons for which a highly unequal income distribution may prove a barrier to economic development.,,,,,,,,,,,,,,,,,,,,
Define the term Human capital,A fall in income leads to a fall in demand for a good.  Explain this relationship between the demand for the good and consumer income. ,,,,,,,,,,,,,,,,,,,,
Define the term Human Development Index (HDI),"Explain why the consumption of merit goods, such as healthy food, can lead to positive externalities of consumption.",,,,,,,,,,,,,,,,,,,,
Define the term Humanitarian aid,Explain how aggregate demand might be affected by an increase in interest rates. ,,,,,,,,,,,,,,,,,,,,
Define the term Hypothesis,Explain the factors that cause demand-pull and cost-push inflation,,,,,,,,,,,,,,,,,,,,
Define the term Imperfect competition,Explain why an increase in incomes over time may lead to an increase in demand for some goods but a decrease in demand for other goods.,,,,,,,,,,,,,,,,,,,,
Define the term Imperfect information,Explain why demerit goods are an example of market failure.,,,,,,,,,,,,,,,,,,,,
Define the term Import expenditure,Explain what effect a reduction in interest rates might have on consumption and investment.,,,,,,,,,,,,,,,,,,,,
Define the term Imports, Explain the causes of economic growth in terms of an increase in actual output and an increase in potential output.,,,,,,,,,,,,,,,,,,,,
Define the term Import substitution,Explain why economics is considered a social science,,,,,,,,,,,,,,,,,,,,
Define the term Incentive-related policies,Explain the interdependence between various economic decision makers in the circular flow of income.,,,,,,,,,,,,,,,,,,,,
Define the term Incentive role of prices,Explain four leakages and injections in the circular flow of income.,,,,,,,,,,,,,,,,,,,,
Define the term Income,Explain the criticisms of classical economic thought,,,,,,,,,,,,,,,,,,,,
Define the term Income approach,Explain two non-price determinants of supply,,,,,,,,,,,,,,,,,,,,
Define the term Income effect,Explain the relationship between price and quantity demanded (the law of demand),,,,,,,,,,,,,,,,,,,,
Define the term Income elasticity of demand (YED),Explain the assumptions underlying the law of demand,,,,,,,,,,,,,,,,,,,,
Define the term Indirect taxes,Explain the income and substitution effect,,,,,,,,,,,,,,,,,,,,
Define the term Industrial policies,Explain the law of diminishing marginal utility,,,,,,,,,,,,,,,,,,,,
Define the term Inequality,Explain the non-price determinants of demand of goods and services,,,,,,,,,,,,,,,,,,,,
Define the term Inequality Adjusted Human Development Index (IHDI),Explain how income affects the demand curve of goods and services,,,,,,,,,,,,,,,,,,,,
Define the term Infant industry,Explain how taste and preferences affects the demand curve of goods and services,,,,,,,,,,,,,,,,,,,,
Define the term Inferior goods,Explain how future price expectations affects the demand curve of goods and services,,,,,,,,,,,,,,,,,,,,
Define the term Inflation,Explain how the price of related goods affects the demand curve of goods and services,,,,,,,,,,,,,,,,,,,,
Define the term Inflationary gap,Explain how the number of consumers affects the demand curve of goods and services,,,,,,,,,,,,,,,,,,,,
Define the term Inflation rate,Explain limitiations of using GDP as an indicator of economic well-being,,,,,,,,,,,,,,,,,,,,
Define the term Informal economy,explain the determinants of aggregate demand,,,,,,,,,,,,,,,,,,,,
Define the term Infrastructure,Distinguish between structural and demand-deficient unemployment.,,,,,,,,,,,,,,,,,,,,
Define the term Injections,Explain what is meant by the natural rate of unemployment.,,,,,,,,,,,,,,,,,,,,
Define the term Interdependence (concept),Explain why structural unemployment might occur in an economy.,,,,,,,,,,,,,,,,,,,,
Define the term Interest rate,Explain what is meant by a shift in the short-run Phillips curve ,,,,,,,,,,,,,,,,,,,,
Define the term International Monetary Fund (IMF),Explain the various phases of the business cycle.,,,,,,,,,,,,,,,,,,,,
Define the term International trade,Explain tools of monetary policies,,,,,,,,,,,,,,,,,,,,
Define the term Interventionist supply side policies,"Distinguish between monetary, fiscal and supply-side policies",,,,,,,,,,,,,,,,,,,,
Define the term Investment (I),Distinguish between market-based and interventionist policies,,,,,,,,,,,,,,,,,,,,
Define the term J-curve,Distinguish between normative and positive economics.,,,,,,,,,,,,,,,,,,,,
Define the term Joint supply,Distinguish the difference between PED for a primary commodity as opposed to the PED for a manufactured good ,,,,,,,,,,,,,,,,,,,,
Define the term Keynesian aggregate supply curve,Explain the benfits of free trade,,,,,,,,,,,,,,,,,,,,
Define the term Keynesian multiplier,Explain the disadvantages of trade protection,,,,,,,,,,,,,,,,,,,,
Define the term Keynesian revolution,Explain the advantages of trade protection,,,,,,,,,,,,,,,,,,,,
Define the term Labour,Explain the features of a production possibilities curve model,,,,,,,,,,,,,,,,,,,,
Define the term Labour force,Explain the monetarist/new classical view of the long-run aggregate supply (LRAS) curve,,,,,,,,,,,,,,,,,,,,
Define the term Labour market flexibility,Explain how leakages and injections influence the size of an economy.,,,,,,,,,,,,,,,,,,,,
Define the term Labour union,Explain how a qouta affects stakeholders in an economy.,,,,,,,,,,,,,,,,,,,,
Define the term Laissez faire,Explain how a tariff affects stakeholders in an economy.,,,,,,,,,,,,,,,,,,,,
Define the term Land,Explain how an export subsidy affects stakeholders in an economy.,,,,,,,,,,,,,,,,,,,,
Define the term Landlocked country,Distinguish between trade production subsisdy and export subsidy,,,,,,,,,,,,,,,,,,,,
Define the term Land rights,,,,,,,,,,,,,,,,,,,,,
Define the term Law of demand,,,,,,,,,,,,,,,,,,,,,
Define the term Law of diminishing marginal returns,948,,,,,,,,,,,,,,,,,,,,
Define the term Law of diminishing marginal utility,,,,,,,,,,,,,,,,,,,,,
Define the term Law of supply,,,,,,,,,,,,,,,,,,,,,
Define the term Leakages,,,,,,,,,,,,,,,,,,,,,
Define the term Logic,,,,,,,,,,,,,,,,,,,,,
Define the term Long-run aggregate supply (LRAS),,,,,,,,,,,,,,,,,,,,,
Define the term Long-run Phillips curve,,,,,,,,,,,,,,,,,,,,,
Define the term Long run in microeconomics,,,,,,,,,,,,,,,,,,,,,
Define the term Long run in macroeconomics,,,,,,,,,,,,,,,,,,,,,
Define the term Long-term growth (growth in potential output),,,,,,,,,,,,,,,,,,,,,
Define the term Long-term growth trend,,,,,,,,,,,,,,,,,,,,,
Define the term Lorenz curve,,,,,,,,,,,,,,,,,,,,,
Define the term Loss (economic),,,,,,,,,,,,,,,,,,,,,
Define the term Luxury goods,,,,,,,,,,,,,,,,,,,,,
Define the term Macroeconomics,,,,,,,,,,,,,,,,,,,,,
Define the term Managed exchange rate,,,,,,,,,,,,,,,,,,,,,
Define the term Mandated choices,,,,,,,,,,,,,,,,,,,,,
Define the term Manufactured products,,,,,,,,,,,,,,,,,,,,,
Define the term Marginal benefit,,,,,,,,,,,,,,,,,,,,,
Define the term Marginal costs,,,,,,,,,,,,,,,,,,,,,
Define the term Marginal Private Benefit (MPB),,,,,,,,,,,,,,,,,,,,,
Define the term Marginal Private Cost (MPC),,,,,,,,,,,,,,,,,,,,,
Define the term Marginal propensity to consume (MPC),,,,,,,,,,,,,,,,,,,,,
Define the term Marginal propensity to import (MPM),,,,,,,,,,,,,,,,,,,,,
Define the term Marginal propensity to save (MPS),,,,,,,,,,,,,,,,,,,,,
Define the term Marginal propensity to tax (MPT),,,,,,,,,,,,,,,,,,,,,
Define the term Marginal revenue,,,,,,,,,,,,,,,,,,,,,
Define the term Marginal social benefit (MSB),,,,,,,,,,,,,,,,,,,,,
Define the term Marginal social cost (MSC),,,,,,,,,,,,,,,,,,,,,
Define the term Marginal tax rate,,,,,,,,,,,,,,,,,,,,,
Define the term Marginal utility,,,,,,,,,,,,,,,,,,,,,
Define the term Market,,,,,,,,,,,,,,,,,,,,,
Define the term Market-based supply side policies,,,,,,,,,,,,,,,,,,,,,
Define the term Market concentration,,,,,,,,,,,,,,,,,,,,,
Define the term Market demand,,,,,,,,,,,,,,,,,,,,,
Define the term Market equilibrium,,,,,,,,,,,,,,,,,,,,,
Define the term Market failure,,,,,,,,,,,,,,,,,,,,,
Define the term Market mechanism,,,,,,,,,,,,,,,,,,,,,
Define the term Market-oriented approaches,,,,,,,,,,,,,,,,,,,,,
Define the term Market power,,,,,,,,,,,,,,,,,,,,,
Define the term Market share,,,,,,,,,,,,,,,,,,,,,
Define the term Market supply,,,,,,,,,,,,,,,,,,,,,
Define the term Marshall-Lerner condition,,,,,,,,,,,,,,,,,,,,,
Define the term Maximum price,,,,,,,,,,,,,,,,,,,,,
Define the term  Merit goods,,,,,,,,,,,,,,,,,,,,,
Define the term  Microeconomics,,,,,,,,,,,,,,,,,,,,,
Define the term  Microfinance,,,,,,,,,,,,,,,,,,,,,
Define the term  Minimum income standards,,,,,,,,,,,,,,,,,,,,,
Define the term  Minimum lending rate,,,,,,,,,,,,,,,,,,,,,
Define the term  Minimum price,,,,,,,,,,,,,,,,,,,,,
Define the term  Minimum reserve requirements,,,,,,,,,,,,,,,,,,,,,
Define the term  Minimum wage,,,,,,,,,,,,,,,,,,,,,
Define the term  Mixed economy,,,,,,,,,,,,,,,,,,,,,
Define the term  Models,,,,,,,,,,,,,,,,,,,,,
Define the term  Monetarist/new classical counter revolution,,,,,,,,,,,,,,,,,,,,,
Define the term  Monetary policy,,,,,,,,,,,,,,,,,,,,,
Define the term  Monetary union,,,,,,,,,,,,,,,,,,,,,
Define the term  Money,,,,,,,,,,,,,,,,,,,,,
Define the term  Money creation,,,,,,,,,,,,,,,,,,,,,
Define the term  Money supply,,,,,,,,,,,,,,,,,,,,,
Define the term  Monopolistic competition,,,,,,,,,,,,,,,,,,,,,
Define the term  Monopoly,,,,,,,,,,,,,,,,,,,,,
Define the term  Moral hazard,,,,,,,,,,,,,,,,,,,,,
Define the term  Multidimensional Poverty Index (MPI),,,,,,,,,,,,,,,,,,,,,
Define the term  Multilateral development assistance,,,,,,,,,,,,,,,,,,,,,
Define the term  Multilateral trade agreement,,,,,,,,,,,,,,,,,,,,,
Define the term  Multinational corporation (MNC),,,,,,,,,,,,,,,,,,,,,
Define the term  Natural capital,,,,,,,,,,,,,,,,,,,,,
Define the term  National income,,,,,,,,,,,,,,,,,,,,,
Define the term  National accounting,,,,,,,,,,,,,,,,,,,,,
Define the term  National statistics,,,,,,,,,,,,,,,,,,,,,
Define the term  Natural monopoly,,,,,,,,,,,,,,,,,,,,,
Define the term  Natural rate of unemployment,,,,,,,,,,,,,,,,,,,,,
Define the term  Necessity,,,,,,,,,,,,,,,,,,,,,
Define the term  Negative externalities of consumption,,,,,,,,,,,,,,,,,,,,,
Define the term  Negative externalities of production,,,,,,,,,,,,,,,,,,,,,
Define the term  Net exports (X - M),,,,,,,,,,,,,,,,,,,,,
Define the term  Nominal gross domestic product,,,,,,,,,,,,,,,,,,,,,
Define the term  Nominal gross national income,,,,,,,,,,,,,,,,,,,,,
Define the term  Nominal interest rates,,,,,,,,,,,,,,,,,,,,,
Define the term  Non-collusive oligopoly,,,,,,,,,,,,,,,,,,,,,
Define the term  Non-excludable,,,,,,,,,,,,,,,,,,,,,
Define the term  Non-governmental organization (NGO),,,,,,,,,,,,,,,,,,,,,
Define the term  Non-price competition,,,,,,,,,,,,,,,,,,,,,
"Define the term  Non-produced, non-financial assets",,,,,,,,,,,,,,,,,,,,,
Define the term  Non-rivalrous,,,,,,,,,,,,,,,,,,,,,
Define the term  Non-trade barriers,,,,,,,,,,,,,,,,,,,,,
Define the term  Normal goods,,,,,,,,,,,,,,,,,,,,,
Define the term  Normal profit,,,,,,,,,,,,,,,,,,,,,
Define the term  Normative economics,,,,,,,,,,,,,,,,,,,,,
Define the term  Nudge theory,,,,,,,,,,,,,,,,,,,,,
Define the term  OECD Better Life Index (BLI),,,,,,,,,,,,,,,,,,,,,
Define the term  Official borrowing,,,,,,,,,,,,,,,,,,,,,
Define the term  Official Development Assistance (ODA),,,,,,,,,,,,,,,,,,,,,
Define the term  Oligopoly,,,,,,,,,,,,,,,,,,,,,
Define the term  Open market operations (OMO),,,,,,,,,,,,,,,,,,,,,
Define the term  Opportunity cost,,,,,,,,,,,,,,,,,,,,,
Define the term  Output approach,,,,,,,,,,,,,,,,,,,,,
Define the term  Overvalued currency,,,,,,,,,,,,,,,,,,,,,
Define the term  Payoff matrix,,,,,,,,,,,,,,,,,,,,,
Define the term  Pegged exchange rate system,,,,,,,,,,,,,,,,,,,,,
Define the term  Per capita,,,,,,,,,,,,,,,,,,,,,
Define the term  Perfect competition,,,,,,,,,,,,,,,,,,,,,
Define the term  Perfect information,,,,,,,,,,,,,,,,,,,,,
Define the term  Perfectly elastic demand,,,,,,,,,,,,,,,,,,,,,
Define the term  Perfectly elastic supply,,,,,,,,,,,,,,,,,,,,,
Define the term  Perfectly inelastic demand,,,,,,,,,,,,,,,,,,,,,
Define the term  Perfectly inelastic supply,,,,,,,,,,,,,,,,,,,,,
Define the term  Personal taxes,,,,,,,,,,,,,,,,,,,,,
Define the term  Phillips curve,,,,,,,,,,,,,,,,,,,,,
Define the term  Pigouvian taxes,,,,,,,,,,,,,,,,,,,,,
Define the term  Planned economy,,,,,,,,,,,,,,,,,,,,,
Define the term  Portfolio investment,,,,,,,,,,,,,,,,,,,,,
Define the term  Positive economics,,,,,,,,,,,,,,,,,,,,,
Define the term  Positive externalities of consumption,,,,,,,,,,,,,,,,,,,,,
Define the term  Positive externalities of production,,,,,,,,,,,,,,,,,,,,,
Define the term  Potential output,,,,,,,,,,,,,,,,,,,,,
Define the term  Poverty,,,,,,,,,,,,,,,,,,,,,
Define the term  Poverty line,,,,,,,,,,,,,,,,,,,,,
Define the term  Poverty trap/cycle,,,,,,,,,,,,,,,,,,,,,
Define the term  Preferential trade agreement,,,,,,,,,,,,,,,,,,,,,
Define the term  Price ceiling (maximum price),,,,,,,,,,,,,,,,,,,,,
Define the term  Price competition,,,,,,,,,,,,,,,,,,,,,
Define the term  Price controls,,,,,,,,,,,,,,,,,,,,,
Define the term  Price deflator,,,,,,,,,,,,,,,,,,,,,
Define the term  (Price) elastic demand,,,,,,,,,,,,,,,,,,,,,
Define the term  Price elasticity of demand (PED),,,,,,,,,,,,,,,,,,,,,
Define the term  Price elasticity of supply (PES),,,,,,,,,,,,,,,,,,,,,
Define the term  (Price) elastic supply,,,,,,,,,,,,,,,,,,,,,
Define the term  Price expectations,,,,,,,,,,,,,,,,,,,,,
Define the term  Price fixing,,,,,,,,,,,,,,,,,,,,,
Define the term  Price floor (minimum price),,,,,,,,,,,,,,,,,,,,,
Define the term  (Price) inelastic demand,,,,,,,,,,,,,,,,,,,,,
Define the term  (Price) inelastic supply,,,,,,,,,,,,,,,,,,,,,
Define the term  Price maker,,,,,,,,,,,,,,,,,,,,,
Define the term  Price mechanism,,,,,,,,,,,,,,,,,,,,,
Define the term  Price taker,,,,,,,,,,,,,,,,,,,,,
Define the term  Price war,,,,,,,,,,,,,,,,,,,,,
Define the term  Price volatility of primary product,,,,,,,,,,,,,,,,,,,,,
Define the term  Primary commodities,,,,,,,,,,,,,,,,,,,,,
Define the term  Primary products,,,,,,,,,,,,,,,,,,,,,
Define the term  Primary sector,,,,,,,,,,,,,,,,,,,,,
Define the term  Privatization,,,,,,,,,,,,,,,,,,,,,
Define the term  Producer surplus,,,,,,,,,,,,,,,,,,,,,
Define the term  Product differentiation,,,,,,,,,,,,,,,,,,,,,
Define the term  Production possibilities curve (PPC),,,,,,,,,,,,,,,,,,,,,
Define the term  Productive capacity,,,,,,,,,,,,,,,,,,,,,
Define the term  Productive efficiency,,,,,,,,,,,,,,,,,,,,,
Define the term  Profit maximization,,,,,,,,,,,,,,,,,,,,,
Define the term  Progressive taxation,,,,,,,,,,,,,,,,,,,,,
Define the term  Property rights,,,,,,,,,,,,,,,,,,,,,
Define the term  Proportional tax,,,,,,,,,,,,,,,,,,,,,
Define the term  Public goods,,,,,,,,,,,,,,,,,,,,,
Define the term  Purchasing power parity (PPP),,,,,,,,,,,,,,,,,,,,,
Define the term  Quantitative easing,,,,,,,,,,,,,,,,,,,,,
Define the term  Quantity demanded,,,,,,,,,,,,,,,,,,,,,
Define the term  Quantity supplied,,,,,,,,,,,,,,,,,,,,,
Define the term  Quota,,,,,,,,,,,,,,,,,,,,,
Define the term  Rational consumer choice,,,,,,,,,,,,,,,,,,,,,
Define the term  Rational producer behaviour,,,,,,,,,,,,,,,,,,,,,
Define the term  Rationing,,,,,,,,,,,,,,,,,,,,,
Define the term  Real GDP,,,,,,,,,,,,,,,,,,,,,
Define the term  Real GDP per person (per capita),,,,,,,,,,,,,,,,,,,,,
Define the term  Real GNI per person (per capita),,,,,,,,,,,,,,,,,,,,,
Define the term  Real interest rates,,,,,,,,,,,,,,,,,,,,,
Define the term  Recession,,,,,,,,,,,,,,,,,,,,,
Define the term  Refutation,,,,,,,,,,,,,,,,,,,,,
Define the term  Regional trade agreement,,,,,,,,,,,,,,,,,,,,,
Define the term  Regressive taxation,,,,,,,,,,,,,,,,,,,,,
Define the term  Relative poverty,,,,,,,,,,,,,,,,,,,,,
Define the term  Remittances,,,,,,,,,,,,,,,,,,,,,
Define the term  Reserve assets,,,,,,,,,,,,,,,,,,,,,
Define the term  Resource allocation,,,,,,,,,,,,,,,,,,,,,
Define the term  Restricted choices,,,,,,,,,,,,,,,,,,,,,
Define the term  Revaluation,,,,,,,,,,,,,,,,,,,,,
Define the term  Revenues,,,,,,,,,,,,,,,,,,,,,
Define the term  Rewards for FoPs,,,,,,,,,,,,,,,,,,,,,
Define the term  Retaliate,,,,,,,,,,,,,,,,,,,,,
Define the term  Rivalrous,,,,,,,,,,,,,,,,,,,,,
Define the term  Rules of thumb,,,,,,,,,,,,,,,,,,,,,
Define the term  Satisficing,,,,,,,,,,,,,,,,,,,,,
Define the term  Say’s Law,,,,,,,,,,,,,,,,,,,,,
Define the term  Scarcity,,,,,,,,,,,,,,,,,,,,,
Define the term  Screening,,,,,,,,,,,,,,,,,,,,,
Define the term  Seasonal unemployment,,,,,,,,,,,,,,,,,,,,,
Define the term  Shortage,,,,,,,,,,,,,,,,,,,,,
Define the term  Short-run aggregate supply (SRAS),,,,,,,,,,,,,,,,,,,,,
Define the term  Short run in macroeconomics,,,,,,,,,,,,,,,,,,,,,
Define the term  Short run in microeconomics,,,,,,,,,,,,,,,,,,,,,
Define the term  Short-run Phillips curve,,,,,,,,,,,,,,,,,,,,,
Define the term  Short-term fluctuations of economic activity,,,,,,,,,,,,,,,,,,,,,
Define the term  Signalling,,,,,,,,,,,,,,,,,,,,,
Define the term  Social/community surplus,,,,,,,,,,,,,,,,,,,,,
Define the term  Social enterprise,,,,,,,,,,,,,,,,,,,,,
Define the term  Socially optimum output,,,,,,,,,,,,,,,,,,,,,
Define the term  Social sciences,,,,,,,,,,,,,,,,,,,,,
Define the term  Sovereignty,,,,,,,,,,,,,,,,,,,,,
Define the term  Spare capacity,,,,,,,,,,,,,,,,,,,,,
Define the term  Specific tax,,,,,,,,,,,,,,,,,,,,,
Define the term  Specialization,,,,,,,,,,,,,,,,,,,,,
Define the term  Speculation,,,,,,,,,,,,,,,,,,,,,
Define the term  Stakeholder,,,,,,,,,,,,,,,,,,,,,
Define the term  Structural unemployment,,,,,,,,,,,,,,,,,,,,,
Define the term  Subnormal profit / losses,,,,,,,,,,,,,,,,,,,,,
Define the term  Subsidies,,,,,,,,,,,,,,,,,,,,,
Define the term  Subsidy (international),,,,,,,,,,,,,,,,,,,,,
Define the term  Substitutes,,,,,,,,,,,,,,,,,,,,,
Define the term  Substitution effect,,,,,,,,,,,,,,,,,,,,,
Define the term  Supply,,,,,,,,,,,,,,,,,,,,,
Define the term  Supply curve,,,,,,,,,,,,,,,,,,,,,
Define the term  Supply-side policies,,,,,,,,,,,,,,,,,,,,,
Define the term  Surplus,,,,,,,,,,,,,,,,,,,,,
Define the term  Sustainability,,,,,,,,,,,,,,,,,,,,,
Define the term  Sustainable debt,,,,,,,,,,,,,,,,,,,,,
Define the term  Sustainable development,,,,,,,,,,,,,,,,,,,,,
Define the term  Sustainable Development Goals,,,,,,,,,,,,,,,,,,,,,
Define the term  Tariff,,,,,,,,,,,,,,,,,,,,,
Define the term  Trade barriers,,,,,,,,,,,,,,,,,,,,,
Define the term  Total costs,,,,,,,,,,,,,,,,,,,,,
Define the term  Total revenue,,,,,,,,,,,,,,,,,,,,,
Define the term  Tradable permits,,,,,,,,,,,,,,,,,,,,,
Define the term  Trade creation,,,,,,,,,,,,,,,,,,,,,
Define the term  Trade diversion,,,,,,,,,,,,,,,,,,,,,
Define the term  Trade liberalization,,,,,,,,,,,,,,,,,,,,,
Define the term  Trade protection,,,,,,,,,,,,,,,,,,,,,
Define the term  Trading bloc,,,,,,,,,,,,,,,,,,,,,
Define the term  Tragedy of commons,,,,,,,,,,,,,,,,,,,,,
Define the term  Transfer payments,,,,,,,,,,,,,,,,,,,,,
Define the term  Undervalued currency,,,,,,,,,,,,,,,,,,,,,
Define the term  Underemployment,,,,,,,,,,,,,,,,,,,,,
Define the term  Unemployment,,,,,,,,,,,,,,,,,,,,,
Define the term  Unemployment benefits,,,,,,,,,,,,,,,,,,,,,
Define the term  Unemployment rate,,,,,,,,,,,,,,,,,,,,,
Define the term  Unfair competition,,,,,,,,,,,,,,,,,,,,,
Define the term  Unitary elastic demand,,,,,,,,,,,,,,,,,,,,,
Define the term  Unitary elastic supply,,,,,,,,,,,,,,,,,,,,,
Define the term  Universal basic income,,,,,,,,,,,,,,,,,,,,,
Define the term  Sustainable development goals (SDGs),,,,,,,,,,,,,,,,,,,,,
Define the term  Utility,,,,,,,,,,,,,,,,,,,,,
Define the term  Utility maximisation,,,,,,,,,,,,,,,,,,,,,
Define the term  Value-added production,,,,,,,,,,,,,,,,,,,,,
Define the term  Wage,,,,,,,,,,,,,,,,,,,,,
Define the term  Wealth,,,,,,,,,,,,,,,,,,,,,
Define the term  Weighted price index,,,,,,,,,,,,,,,,,,,,,
Define the term  Welfare loss,,,,,,,,,,,,,,,,,,,,,
Define the term  World Bank,,,,,,,,,,,,,,,,,,,,,
Define the term  World Trade Organization (WTO),,,,,,,,,,,,,,,,,,,,,
Define the term  Objectives,,,,,,,,,,,,,,,,,,,,,
Define the term  Functions,,,,,,,,,,,,,,,,,,,,,
Define the term  Undervalued currency,,,,,,,,,,,,,,,,,,,,,
Define the term  Tied Aid,,,,,,,,,,,,,,,,,,,,,
Define the term  Conditional Aid,,,,,,,,,,,,,,,,,,,,,
Define the term  Debt Trap,,,,,,,,,,,,,,,,,,,,,
List the central concepts,,,,,,,,,,,,,,,,,,,,,
List the factors of production,,,,,,,,,,,,,,,,,,,,,
State the assumptions in the law of supply,,,,,,,,,,,,,,,,,,,,,
State two alternative business objectives,,,,,,,,,,,,,,,,,,,,,
State two business objectives,,,,,,,,,,,,,,,,,,,,,
Outline the concept of elasticity in economics,,,,,,,,,,,,,,,,,,,,,
State two examples of goods that are elastic,,,,,,,,,,,,,,,,,,,,,
Define a theoretical PED value of 1,,,,,,,,,,,,,,,,,,,,,
Define a changing PED along a straight line downwards,,,,,,,,,,,,,,,,,,,,,
Describe one determinant for the price elasticity of demand,,,,,,,,,,,,,,,,,,,,,
Outline the relationship between PED and total revenue,,,,,,,,,,,,,,,,,,,,,
State the value for a unitary PED,,,,,,,,,,,,,,,,,,,,,
State the value for perfectly elastic demand,,,,,,,,,,,,,,,,,,,,,
List non-price determinants of demand.,,,,,,,,,,,,,,,,,,,,,
List the assumptions and implications of Keynesian models,,,,,,,,,,,,,,,,,,,,,
List the assumptions and implications of monetarist,,,,,,,,,,,,,,,,,,,,,
State two functions of the World Trade Organization,,,,,,,,,,,,,,,,,,,,,
List two components of the financial account,,,,,,,,,,,,,,,,,,,,,
State two characteristics of monopolistic competition.,,,,,,,,,,,,,,,,,,,,,
Outline one reason why weights are used in the construction of the CPI.,,,,,,,,,,,,,,,,,,,,,
Outline how a producer price index may prove useful in predicting future inflation.,,,,,,,,,,,,,,,,,,,,,
List two characteristics of an economically less developed country.,,,,,,,,,,,,,,,,,,,,,
Outline tools of a monetary policy,,,,,,,,,,,,,,,,,,,,,
Define the term stagflation,,,,,,,,,,,,,,,,,,,,,
Define the term recessionary gap,,,,,,,,,,,,,,,,,,,,,
Outline the objectives of macroeconomics,,,,,,,,,,,,,,,,,,,,,
